Type,X,Y,Cluster
Point,-500.000000,-500.000000,0
Point,-500.000000,0.000000,0
Point,-500.000000,500.000000,0
Point,0.000000,-500.000000,0
Point,0.000000,500.000000,0
Point,500.000000,-500.000000,0
Point,500.000000,0.000000,0
Point,500.000000,500.000000,0
Point,-1000.000000,-1000.000000,0
Point,-1000.000000,0.000000,0
Point,-1000.000000,1000.000000,0
Point,0.000000,-1000.000000,0
Point,0.000000,1000.000000,0
Point,1000.000000,-1000.000000,0
Point,1000.000000,0.000000,0
Point,1000.000000,1000.000000,0
Point,-1500.000000,-1500.000000,0
Point,-1500.000000,0.000000,0
Point,-1500.000000,1500.000000,0
Point,0.000000,-1500.000000,0
Point,0.000000,1500.000000,0
Point,1500.000000,-1500.000000,0
Point,1500.000000,0.000000,0
Point,1500.000000,1500.000000,0
Point,-2000.000000,-2000.000000,0
Point,-2000.000000,0.000000,0
Point,-2000.000000,2000.000000,0
Point,0.000000,-2000.000000,0
Point,0.000000,2000.000000,0
Point,2000.000000,-2000.000000,0
Point,2000.000000,0.000000,0
Point,2000.000000,2000.000000,0
Point,-2500.000000,-2500.000000,0
Point,-2500.000000,0.000000,0
Point,-2500.000000,2500.000000,0
Point,0.000000,-2500.000000,0
Point,0.000000,2500.000000,0
Point,2500.000000,-2500.000000,3
Point,2500.000000,0.000000,3
Point,2500.000000,2500.000000,7
Point,5000.000000,-500.000000,3
Point,5000.000000,0.000000,3
Point,5000.000000,500.000000,3
Point,5500.000000,-500.000000,3
Point,5500.000000,500.000000,3
Point,6000.000000,-500.000000,3
Point,6000.000000,0.000000,3
Point,6000.000000,500.000000,3
Point,4500.000000,-1000.000000,3
Point,4500.000000,0.000000,3
Point,4500.000000,1000.000000,3
Point,5500.000000,-1000.000000,3
Point,5500.000000,1000.000000,3
Point,6500.000000,-1000.000000,3
Point,6500.000000,0.000000,3
Point,6500.000000,1000.000000,3
Point,4000.000000,-1500.000000,3
Point,4000.000000,0.000000,3
Point,4000.000000,1500.000000,3
Point,5500.000000,-1500.000000,3
Point,5500.000000,1500.000000,3
Point,7000.000000,-1500.000000,3
Point,7000.000000,0.000000,3
Point,7000.000000,1500.000000,3
Point,3500.000000,-2000.000000,3
Point,3500.000000,0.000000,3
Point,3500.000000,2000.000000,3
Point,5500.000000,-2000.000000,3
Point,5500.000000,2000.000000,3
Point,7500.000000,-2000.000000,3
Point,7500.000000,0.000000,3
Point,7500.000000,2000.000000,3
Point,3000.000000,-2500.000000,3
Point,3000.000000,0.000000,3
Point,3000.000000,2500.000000,3
Point,5500.000000,-2500.000000,3
Point,5500.000000,2500.000000,3
Point,8000.000000,-2500.000000,3
Point,8000.000000,0.000000,3
Point,8000.000000,2500.000000,4
Point,5000.000000,5000.000000,4
Point,5000.000000,5500.000000,4
Point,5000.000000,6000.000000,4
Point,5500.000000,5000.000000,4
Point,5500.000000,6000.000000,4
Point,6000.000000,5000.000000,4
Point,6000.000000,5500.000000,4
Point,6000.000000,6000.000000,4
Point,4500.000000,4500.000000,4
Point,4500.000000,5500.000000,4
Point,4500.000000,6500.000000,4
Point,5500.000000,4500.000000,4
Point,5500.000000,6500.000000,4
Point,6500.000000,4500.000000,4
Point,6500.000000,5500.000000,4
Point,6500.000000,6500.000000,4
Point,4000.000000,4000.000000,4
Point,4000.000000,5500.000000,4
Point,4000.000000,7000.000000,4
Point,5500.000000,4000.000000,4
Point,5500.000000,7000.000000,4
Point,7000.000000,4000.000000,4
Point,7000.000000,5500.000000,4
Point,7000.000000,7000.000000,4
Point,3500.000000,3500.000000,4
Point,3500.000000,5500.000000,4
Point,3500.000000,7500.000000,4
Point,5500.000000,3500.000000,4
Point,5500.000000,7500.000000,4
Point,7500.000000,3500.000000,4
Point,7500.000000,5500.000000,4
Point,7500.000000,7500.000000,4
Point,3000.000000,3000.000000,4
Point,3000.000000,5500.000000,7
Point,3000.000000,8000.000000,7
Point,5500.000000,3000.000000,4
Point,5500.000000,8000.000000,4
Point,8000.000000,3000.000000,4
Point,8000.000000,5500.000000,4
Point,8000.000000,8000.000000,4
Point,-500.000000,5000.000000,7
Point,-500.000000,5500.000000,7
Point,-500.000000,6000.000000,7
Point,0.000000,5000.000000,7
Point,0.000000,6000.000000,7
Point,500.000000,5000.000000,7
Point,500.000000,5500.000000,7
Point,500.000000,6000.000000,7
Point,-1000.000000,4500.000000,7
Point,-1000.000000,5500.000000,7
Point,-1000.000000,6500.000000,7
Point,0.000000,4500.000000,7
Point,0.000000,6500.000000,7
Point,1000.000000,4500.000000,7
Point,1000.000000,5500.000000,7
Point,1000.000000,6500.000000,7
Point,-1500.000000,4000.000000,7
Point,-1500.000000,5500.000000,7
Point,-1500.000000,7000.000000,7
Point,0.000000,4000.000000,7
Point,0.000000,7000.000000,7
Point,1500.000000,4000.000000,7
Point,1500.000000,5500.000000,7
Point,1500.000000,7000.000000,7
Point,-2000.000000,3500.000000,7
Point,-2000.000000,5500.000000,7
Point,-2000.000000,7500.000000,7
Point,0.000000,3500.000000,7
Point,0.000000,7500.000000,7
Point,2000.000000,3500.000000,7
Point,2000.000000,5500.000000,7
Point,2000.000000,7500.000000,7
Point,-2500.000000,3000.000000,2
Point,-2500.000000,5500.000000,2
Point,-2500.000000,8000.000000,2
Point,0.000000,3000.000000,7
Point,0.000000,8000.000000,7
Point,2500.000000,3000.000000,7
Point,2500.000000,5500.000000,7
Point,2500.000000,8000.000000,7
Point,-6000.000000,5000.000000,2
Point,-6000.000000,5500.000000,2
Point,-6000.000000,6000.000000,2
Point,-5500.000000,5000.000000,2
Point,-5500.000000,6000.000000,2
Point,-5000.000000,5000.000000,2
Point,-5000.000000,5500.000000,2
Point,-5000.000000,6000.000000,2
Point,-6500.000000,4500.000000,2
Point,-6500.000000,5500.000000,2
Point,-6500.000000,6500.000000,2
Point,-5500.000000,4500.000000,2
Point,-5500.000000,6500.000000,2
Point,-4500.000000,4500.000000,2
Point,-4500.000000,5500.000000,2
Point,-4500.000000,6500.000000,2
Point,-7000.000000,4000.000000,2
Point,-7000.000000,5500.000000,2
Point,-7000.000000,7000.000000,2
Point,-5500.000000,4000.000000,2
Point,-5500.000000,7000.000000,2
Point,-4000.000000,4000.000000,2
Point,-4000.000000,5500.000000,2
Point,-4000.000000,7000.000000,2
Point,-7500.000000,3500.000000,2
Point,-7500.000000,5500.000000,2
Point,-7500.000000,7500.000000,2
Point,-5500.000000,3500.000000,2
Point,-5500.000000,7500.000000,2
Point,-3500.000000,3500.000000,2
Point,-3500.000000,5500.000000,2
Point,-3500.000000,7500.000000,2
Point,-8000.000000,3000.000000,6
Point,-8000.000000,5500.000000,2
Point,-8000.000000,8000.000000,2
Point,-5500.000000,3000.000000,2
Point,-5500.000000,8000.000000,2
Point,-3000.000000,3000.000000,2
Point,-3000.000000,5500.000000,2
Point,-3000.000000,8000.000000,2
Point,-6000.000000,-500.000000,6
Point,-6000.000000,0.000000,6
Point,-6000.000000,500.000000,6
Point,-5500.000000,-500.000000,6
Point,-5500.000000,500.000000,6
Point,-5000.000000,-500.000000,6
Point,-5000.000000,0.000000,6
Point,-5000.000000,500.000000,6
Point,-6500.000000,-1000.000000,6
Point,-6500.000000,0.000000,6
Point,-6500.000000,1000.000000,6
Point,-5500.000000,-1000.000000,6
Point,-5500.000000,1000.000000,6
Point,-4500.000000,-1000.000000,6
Point,-4500.000000,0.000000,6
Point,-4500.000000,1000.000000,6
Point,-7000.000000,-1500.000000,6
Point,-7000.000000,0.000000,6
Point,-7000.000000,1500.000000,6
Point,-5500.000000,-1500.000000,6
Point,-5500.000000,1500.000000,6
Point,-4000.000000,-1500.000000,6
Point,-4000.000000,0.000000,6
Point,-4000.000000,1500.000000,6
Point,-7500.000000,-2000.000000,6
Point,-7500.000000,0.000000,6
Point,-7500.000000,2000.000000,6
Point,-5500.000000,-2000.000000,6
Point,-5500.000000,2000.000000,6
Point,-3500.000000,-2000.000000,6
Point,-3500.000000,0.000000,6
Point,-3500.000000,2000.000000,6
Point,-8000.000000,-2500.000000,6
Point,-8000.000000,0.000000,6
Point,-8000.000000,2500.000000,6
Point,-5500.000000,-2500.000000,6
Point,-5500.000000,2500.000000,6
Point,-3000.000000,-2500.000000,0
Point,-3000.000000,0.000000,0
Point,-3000.000000,2500.000000,6
Point,-6000.000000,-6000.000000,1
Point,-6000.000000,-5500.000000,1
Point,-6000.000000,-5000.000000,1
Point,-5500.000000,-6000.000000,1
Point,-5500.000000,-5000.000000,1
Point,-5000.000000,-6000.000000,1
Point,-5000.000000,-5500.000000,1
Point,-5000.000000,-5000.000000,1
Point,-6500.000000,-6500.000000,1
Point,-6500.000000,-5500.000000,1
Point,-6500.000000,-4500.000000,1
Point,-5500.000000,-6500.000000,1
Point,-5500.000000,-4500.000000,1
Point,-4500.000000,-6500.000000,1
Point,-4500.000000,-5500.000000,1
Point,-4500.000000,-4500.000000,1
Point,-7000.000000,-7000.000000,1
Point,-7000.000000,-5500.000000,1
Point,-7000.000000,-4000.000000,1
Point,-5500.000000,-7000.000000,1
Point,-5500.000000,-4000.000000,1
Point,-4000.000000,-7000.000000,1
Point,-4000.000000,-5500.000000,1
Point,-4000.000000,-4000.000000,1
Point,-7500.000000,-7500.000000,1
Point,-7500.000000,-5500.000000,1
Point,-7500.000000,-3500.000000,1
Point,-5500.000000,-7500.000000,1
Point,-5500.000000,-3500.000000,1
Point,-3500.000000,-7500.000000,1
Point,-3500.000000,-5500.000000,1
Point,-3500.000000,-3500.000000,1
Point,-8000.000000,-8000.000000,1
Point,-8000.000000,-5500.000000,1
Point,-8000.000000,-3000.000000,1
Point,-5500.000000,-8000.000000,1
Point,-5500.000000,-3000.000000,1
Point,-3000.000000,-8000.000000,1
Point,-3000.000000,-5500.000000,1
Point,-3000.000000,-3000.000000,1
Point,-500.000000,-6000.000000,5
Point,-500.000000,-5500.000000,5
Point,-500.000000,-5000.000000,5
Point,0.000000,-6000.000000,5
Point,0.000000,-5000.000000,5
Point,500.000000,-6000.000000,5
Point,500.000000,-5500.000000,5
Point,500.000000,-5000.000000,5
Point,-1000.000000,-6500.000000,5
Point,-1000.000000,-5500.000000,5
Point,-1000.000000,-4500.000000,5
Point,0.000000,-6500.000000,5
Point,0.000000,-4500.000000,5
Point,1000.000000,-6500.000000,5
Point,1000.000000,-5500.000000,5
Point,1000.000000,-4500.000000,5
Point,-1500.000000,-7000.000000,5
Point,-1500.000000,-5500.000000,5
Point,-1500.000000,-4000.000000,5
Point,0.000000,-7000.000000,5
Point,0.000000,-4000.000000,5
Point,1500.000000,-7000.000000,5
Point,1500.000000,-5500.000000,5
Point,1500.000000,-4000.000000,5
Point,-2000.000000,-7500.000000,5
Point,-2000.000000,-5500.000000,5
Point,-2000.000000,-3500.000000,5
Point,0.000000,-7500.000000,5
Point,0.000000,-3500.000000,5
Point,2000.000000,-7500.000000,5
Point,2000.000000,-5500.000000,5
Point,2000.000000,-3500.000000,5
Point,-2500.000000,-8000.000000,5
Point,-2500.000000,-5500.000000,5
Point,-2500.000000,-3000.000000,5
Point,0.000000,-8000.000000,5
Point,0.000000,-3000.000000,5
Point,2500.000000,-8000.000000,5
Point,2500.000000,-5500.000000,5
Point,2500.000000,-3000.000000,5
Point,5000.000000,-6000.000000,8
Point,5000.000000,-5500.000000,8
Point,5000.000000,-5000.000000,8
Point,5500.000000,-6000.000000,8
Point,5500.000000,-5000.000000,8
Point,6000.000000,-6000.000000,8
Point,6000.000000,-5500.000000,8
Point,6000.000000,-5000.000000,8
Point,4500.000000,-6500.000000,8
Point,4500.000000,-5500.000000,8
Point,4500.000000,-4500.000000,8
Point,5500.000000,-6500.000000,8
Point,5500.000000,-4500.000000,8
Point,6500.000000,-6500.000000,8
Point,6500.000000,-5500.000000,8
Point,6500.000000,-4500.000000,8
Point,4000.000000,-7000.000000,8
Point,4000.000000,-5500.000000,8
Point,4000.000000,-4000.000000,8
Point,5500.000000,-7000.000000,8
Point,5500.000000,-4000.000000,8
Point,7000.000000,-7000.000000,8
Point,7000.000000,-5500.000000,8
Point,7000.000000,-4000.000000,8
Point,3500.000000,-7500.000000,8
Point,3500.000000,-5500.000000,8
Point,3500.000000,-3500.000000,8
Point,5500.000000,-7500.000000,8
Point,5500.000000,-3500.000000,8
Point,7500.000000,-7500.000000,8
Point,7500.000000,-5500.000000,8
Point,7500.000000,-3500.000000,8
Point,3000.000000,-8000.000000,8
Point,3000.000000,-5500.000000,8
Point,3000.000000,-3000.000000,3
Point,5500.000000,-8000.000000,8
Point,5500.000000,-3000.000000,8
Point,8000.000000,-8000.000000,8
Point,8000.000000,-5500.000000,8
Point,8000.000000,-3000.000000,8
Centroid,-346.153846,-64.102564,0
Centroid,-5500.000000,-5500.000000,1
Centroid,-5226.190476,5559.523810,2
Centroid,5238.095238,-190.476190,3
Centroid,5692.307692,5358.974359,4
Centroid,0.000000,-5500.000000,5
Centroid,-5692.307692,141.025641,6
Centroid,400.000000,5487.500000,7
Centroid,5564.102564,-5564.102564,8
Depot,0.000000,0.000000,0
Depot,5500.000000,0.000000,1
Depot,5500.000000,5500.000000,2
Depot,0.000000,5500.000000,3
Depot,-5500.000000,5500.000000,4
Depot,-5500.000000,0.000000,5
Depot,-5500.000000,-5500.000000,6
Depot,0.000000,-5500.000000,7
Depot,5500.000000,-5500.000000,8
