StartNode,EndNode
250,77
77,91
91,245
245,151
151,86
86,149
149,247
247,218
218,184
184,192
192,144
144,239
239,35
35,119
119,156
156,28
28,182
182,95
95,34
34,160
160,7
7,246
246,250
250,116
116,126
126,104
104,141
141,208
208,250
251,52
52,201
201,67
67,51
51,134
134,158
158,60
60,110
110,109
109,20
20,227
227,29
29,97
97,132
132,105
105,92
92,178
178,210
210,41
41,147
147,127
127,40
40,175
175,251
251,6
6,165
165,159
159,251
252,213
213,215
215,8
8,190
190,118
118,3
3,177
177,237
237,249
249,157
157,82
82,235
235,241
241,11
11,214
214,131
131,57
57,203
203,193
193,101
101,125
125,64
64,163
163,224
224,43
43,223
223,10
10,238
238,13
13,167
167,89
89,248
248,121
121,189
189,106
106,153
153,26
26,148
148,230
230,170
170,252
253,76
76,155
155,70
70,140
140,74
74,72
72,19
19,191
191,5
5,133
133,12
12,49
49,130
130,129
129,221
221,61
61,90
90,211
211,205
205,31
31,229
229,139
139,202
202,231
231,68
68,142
142,234
234,33
33,253
