NodeID,Xposition,Yposition
1,-500.000000,-500.000000
2,-500.000000,0.000000
3,-500.000000,500.000000
4,0.000000,-500.000000
5,0.000000,500.000000
6,500.000000,-500.000000
7,500.000000,0.000000
8,500.000000,500.000000
9,-1000.000000,-1000.000000
10,-1000.000000,0.000000
11,-1000.000000,1000.000000
12,0.000000,-1000.000000
13,0.000000,1000.000000
14,1000.000000,-1000.000000
15,1000.000000,0.000000
16,1000.000000,1000.000000
17,-1500.000000,-1500.000000
18,-1500.000000,0.000000
19,-1500.000000,1500.000000
20,0.000000,-1500.000000
21,0.000000,1500.000000
22,1500.000000,-1500.000000
23,1500.000000,0.000000
24,1500.000000,1500.000000
25,-2000.000000,-2000.000000
26,-2000.000000,0.000000
27,-2000.000000,2000.000000
28,0.000000,-2000.000000
29,0.000000,2000.000000
30,2000.000000,-2000.000000
31,2000.000000,0.000000
32,2000.000000,2000.000000
33,-2500.000000,-2500.000000
34,-2500.000000,0.000000
35,-2500.000000,2500.000000
36,0.000000,-2500.000000
37,0.000000,2500.000000
38,2500.000000,-2500.000000
39,2500.000000,0.000000
40,2500.000000,2500.000000
41,5000.000000,-500.000000
42,5000.000000,0.000000
43,5000.000000,500.000000
44,5500.000000,-500.000000
45,5500.000000,500.000000
46,6000.000000,-500.000000
47,6000.000000,0.000000
48,6000.000000,500.000000
49,4500.000000,-1000.000000
50,4500.000000,0.000000
51,4500.000000,1000.000000
52,5500.000000,-1000.000000
53,5500.000000,1000.000000
54,6500.000000,-1000.000000
55,6500.000000,0.000000
56,6500.000000,1000.000000
57,4000.000000,-1500.000000
58,4000.000000,0.000000
59,4000.000000,1500.000000
60,5500.000000,-1500.000000
61,5500.000000,1500.000000
62,7000.000000,-1500.000000
63,7000.000000,0.000000
64,7000.000000,1500.000000
65,3500.000000,-2000.000000
66,3500.000000,0.000000
67,3500.000000,2000.000000
68,5500.000000,-2000.000000
69,5500.000000,2000.000000
70,7500.000000,-2000.000000
71,7500.000000,0.000000
72,7500.000000,2000.000000
73,3000.000000,-2500.000000
74,3000.000000,0.000000
75,3000.000000,2500.000000
76,5500.000000,-2500.000000
77,5500.000000,2500.000000
78,8000.000000,-2500.000000
79,8000.000000,0.000000
80,8000.000000,2500.000000
81,0.000000,0.000000
82,5500.000000,0.000000
