StartNode,EndNode
361,18
18,26
26,34
34,361
361,12
12,20
20,28
28,361
361,36
36,9
9,17
17,361
361,24
24,32
32,40
40,361
361,27
27,15
15,361
362,70
70,78
78,68
68,362
362,49
49,57
57,65
65,362
362,80
80,67
67,75
75,362
362,79
79,63
63,60
60,362
363,85
85,83
83,90
90,363
363,98
98,106
106,114
114,363
363,107
107,120
120,118
118,363
363,110
110,97
97,89
89,363
364,126
126,127
127,128
128,364
364,138
138,146
146,154
154,364
364,132
132,140
140,129
129,364
364,152
152,160
160,153
153,364
364,157
157,364
364,148
148,142
142,135
135,364
365,166
166,167
167,168
168,365
365,170
170,178
178,186
186,365
365,192
192,200
200,190
190,365
365,185
185,193
193,195
195,365
365,179
179,365
366,216
216,224
224,223
223,366
366,231
231,239
239,230
230,366
366,225
225,233
233,238
238,366
366,232
232,215
215,203
203,366
367,252
252,260
260,268
268,367
367,276
276,254
254,262
262,367
367,251
251,259
259,267
267,367
367,280
280,270
270,278
278,367
367,261
261,246
246,242
242,367
368,285
285,288
288,287
287,368
368,302
302,316
316,308
308,368
368,297
297,305
305,313
313,368
368,310
310,315
315,307
307,368
368,300
300,286
286,284
284,368
369,326
326,327
327,328
328,369
369,340
340,348
348,329
329,369
369,338
338,346
346,354
354,369
369,342
342,350
350,358
358,369
369,345
345,353
353,347
347,369
369,334
334,369
