StartNode,EndNode
501,144
144,14
14,134
134,203
203,501
501,311
311,76
76,67
67,136
136,448
448,501
501,434
434,70
70,469
469,105
105,187
187,501
501,197
197,450
450,174
174,198
198,406
406,501
501,175
175,44
44,454
454,268
268,123
123,501
502,431
431,88
88,261
261,322
322,82
82,502
502,375
375,399
399,499
499,227
227,401
401,502
502,361
361,397
397,140
140,494
494,349
349,502
502,269
269,125
125,436
436,137
137,381
381,502
502,271
271,230
230,283
283,1
1,368
368,502
503,126
126,237
237,503
503,409
409,106
106,298
298,444
444,503
503,208
208,168
168,108
108,94
94,462
462,503
503,309
309,153
153,263
263,38
38,150
150,503
503,81
81,336
336,53
53,163
163,147
147,503
504,479
479,464
464,440
440,207
207,465
465,504
504,446
446,477
477,470
470,313
313,135
135,504
504,204
204,190
190,403
403,343
343,113
113,504
504,246
246,80
80,62
62,118
118,110
110,504
504,149
149,90
90,177
177,378
378,96
96,504
505,408
408,315
315,505
505,145
145,42
42,86
86,2
2,252
252,505
505,111
111,353
353,429
429,419
419,481
481,505
505,32
32,500
500,405
405,359
359,167
167,505
505,104
104,459
459,247
247,25
25,102
102,505
