StartNode,EndNode
250,210
210,110
110,60
60,109
109,20
20,227
227,29
29,97
97,132
132,169
169,181
181,162
162,75
75,15
15,102
102,39
39,38
38,176
176,136
136,226
226,52
52,243
243,6
6,165
165,37
37,179
179,161
161,187
187,93
93,91
91,245
245,77
77,45
45,143
143,196
196,23
23,236
236,111
111,250
251,32
32,78
78,175
175,168
168,103
103,113
113,80
80,194
194,197
197,42
42,251
251,223
223,43
43,122
122,146
146,84
84,135
135,118
118,3
3,112
112,190
190,177
177,163
163,224
224,157
157,82
82,235
235,193
193,148
148,26
26,153
153,248
248,89
89,167
167,13
13,238
238,10
10,251
252,54
54,204
204,198
198,73
73,96
96,207
207,72
72,19
19,191
191,5
5,133
133,90
90,61
61,221
221,129
129,130
130,53
53,228
228,173
173,27
27,195
195,2
2,241
241,11
11,214
214,57
57,203
203,170
170,230
230,58
58,183
183,150
150,220
220,36
36,83
83,206
206,124
124,252
253,119
119,218
218,184
184,192
192,144
144,152
152,180
180,63
63,216
216,46
46,200
200,22
22,44
44,199
199,208
208,246
246,7
7,164
164,186
186,145
145,115
115,209
209,99
99,70
70,108
108,76
76,231
231,68
68,142
142,234
234,138
138,21
21,81
81,4
4,253
