Type,X,Y,Cluster
Point,-500.000000,-500.000000,0
Point,-500.000000,0.000000,0
Point,-500.000000,500.000000,0
Point,0.000000,-500.000000,0
Point,0.000000,500.000000,0
Point,500.000000,-500.000000,0
Point,500.000000,0.000000,0
Point,500.000000,500.000000,0
Point,-1000.000000,-1000.000000,0
Point,-1000.000000,0.000000,0
Point,-1000.000000,1000.000000,0
Point,0.000000,-1000.000000,0
Point,0.000000,1000.000000,0
Point,1000.000000,-1000.000000,0
Point,1000.000000,0.000000,0
Point,1000.000000,1000.000000,0
Point,-1500.000000,-1500.000000,0
Point,-1500.000000,0.000000,0
Point,-1500.000000,1500.000000,0
Point,0.000000,-1500.000000,0
Point,0.000000,1500.000000,0
Point,1500.000000,-1500.000000,0
Point,1500.000000,0.000000,0
Point,1500.000000,1500.000000,0
Point,-2000.000000,-2000.000000,0
Point,-2000.000000,0.000000,0
Point,-2000.000000,2000.000000,0
Point,0.000000,-2000.000000,0
Point,0.000000,2000.000000,0
Point,2000.000000,-2000.000000,0
Point,2000.000000,0.000000,0
Point,2000.000000,2000.000000,0
Point,-2500.000000,-2500.000000,0
Point,-2500.000000,0.000000,0
Point,-2500.000000,2500.000000,3
Point,0.000000,-2500.000000,0
Point,0.000000,2500.000000,0
Point,2500.000000,-2500.000000,0
Point,2500.000000,0.000000,0
Point,2500.000000,2500.000000,0
Point,5000.000000,-500.000000,1
Point,5000.000000,0.000000,1
Point,5000.000000,500.000000,1
Point,5500.000000,-500.000000,1
Point,5500.000000,500.000000,1
Point,6000.000000,-500.000000,1
Point,6000.000000,0.000000,1
Point,6000.000000,500.000000,1
Point,4500.000000,-1000.000000,1
Point,4500.000000,0.000000,1
Point,4500.000000,1000.000000,1
Point,5500.000000,-1000.000000,1
Point,5500.000000,1000.000000,1
Point,6500.000000,-1000.000000,1
Point,6500.000000,0.000000,1
Point,6500.000000,1000.000000,1
Point,4000.000000,-1500.000000,1
Point,4000.000000,0.000000,1
Point,4000.000000,1500.000000,1
Point,5500.000000,-1500.000000,1
Point,5500.000000,1500.000000,1
Point,7000.000000,-1500.000000,1
Point,7000.000000,0.000000,1
Point,7000.000000,1500.000000,1
Point,3500.000000,-2000.000000,1
Point,3500.000000,0.000000,1
Point,3500.000000,2000.000000,1
Point,5500.000000,-2000.000000,1
Point,5500.000000,2000.000000,1
Point,7500.000000,-2000.000000,1
Point,7500.000000,0.000000,1
Point,7500.000000,2000.000000,1
Point,3000.000000,-2500.000000,0
Point,3000.000000,0.000000,1
Point,3000.000000,2500.000000,1
Point,5500.000000,-2500.000000,1
Point,5500.000000,2500.000000,1
Point,8000.000000,-2500.000000,1
Point,8000.000000,0.000000,1
Point,8000.000000,2500.000000,1
Point,5000.000000,5000.000000,2
Point,5000.000000,5500.000000,2
Point,5000.000000,6000.000000,2
Point,5500.000000,5000.000000,2
Point,5500.000000,6000.000000,2
Point,6000.000000,5000.000000,2
Point,6000.000000,5500.000000,2
Point,6000.000000,6000.000000,2
Point,4500.000000,4500.000000,2
Point,4500.000000,5500.000000,2
Point,4500.000000,6500.000000,2
Point,5500.000000,4500.000000,2
Point,5500.000000,6500.000000,2
Point,6500.000000,4500.000000,2
Point,6500.000000,5500.000000,2
Point,6500.000000,6500.000000,2
Point,4000.000000,4000.000000,2
Point,4000.000000,5500.000000,2
Point,4000.000000,7000.000000,2
Point,5500.000000,4000.000000,2
Point,5500.000000,7000.000000,2
Point,7000.000000,4000.000000,2
Point,7000.000000,5500.000000,2
Point,7000.000000,7000.000000,2
Point,3500.000000,3500.000000,2
Point,3500.000000,5500.000000,2
Point,3500.000000,7500.000000,2
Point,5500.000000,3500.000000,2
Point,5500.000000,7500.000000,2
Point,7500.000000,3500.000000,2
Point,7500.000000,5500.000000,2
Point,7500.000000,7500.000000,2
Point,3000.000000,3000.000000,2
Point,3000.000000,5500.000000,2
Point,3000.000000,8000.000000,2
Point,5500.000000,3000.000000,2
Point,5500.000000,8000.000000,2
Point,8000.000000,3000.000000,1
Point,8000.000000,5500.000000,2
Point,8000.000000,8000.000000,2
Point,-500.000000,5000.000000,3
Point,-500.000000,5500.000000,3
Point,-500.000000,6000.000000,3
Point,0.000000,5000.000000,3
Point,0.000000,6000.000000,3
Point,500.000000,5000.000000,3
Point,500.000000,5500.000000,3
Point,500.000000,6000.000000,3
Point,-1000.000000,4500.000000,3
Point,-1000.000000,5500.000000,3
Point,-1000.000000,6500.000000,3
Point,0.000000,4500.000000,3
Point,0.000000,6500.000000,3
Point,1000.000000,4500.000000,3
Point,1000.000000,5500.000000,3
Point,1000.000000,6500.000000,3
Point,-1500.000000,4000.000000,3
Point,-1500.000000,5500.000000,3
Point,-1500.000000,7000.000000,3
Point,0.000000,4000.000000,3
Point,0.000000,7000.000000,3
Point,1500.000000,4000.000000,3
Point,1500.000000,5500.000000,3
Point,1500.000000,7000.000000,3
Point,-2000.000000,3500.000000,3
Point,-2000.000000,5500.000000,3
Point,-2000.000000,7500.000000,3
Point,0.000000,3500.000000,3
Point,0.000000,7500.000000,3
Point,2000.000000,3500.000000,3
Point,2000.000000,5500.000000,3
Point,2000.000000,7500.000000,3
Point,-2500.000000,3000.000000,3
Point,-2500.000000,5500.000000,3
Point,-2500.000000,8000.000000,3
Point,0.000000,3000.000000,3
Point,0.000000,8000.000000,3
Point,2500.000000,3000.000000,3
Point,2500.000000,5500.000000,3
Point,2500.000000,8000.000000,2
Centroid,137.500000,-125.000000,0
Centroid,5625.000000,137.500000,1
Centroid,5362.500000,5625.000000,2
Centroid,-125.000000,5362.500000,3
Depot,0.000000,0.000000,0
Depot,5500.000000,0.000000,1
Depot,5500.000000,5500.000000,2
Depot,0.000000,5500.000000,3
