NodeID,Xposition,Yposition
1,-4950.000000,-4850.000000
2,-2950.000000,2500.000000
3,0.000000,700.000000
4,-850.000000,-3300.000000
5,-3450.000000,-950.000000
6,1550.000000,600.000000
7,250.000000,-2050.000000
8,-600.000000,500.000000
9,-3200.000000,3500.000000
10,-600.000000,4250.000000
11,-900.000000,3200.000000
12,-3850.000000,-800.000000
13,-2650.000000,4400.000000
14,4150.000000,-1200.000000
15,1200.000000,2050.000000
16,850.000000,1050.000000
17,2100.000000,4800.000000
18,-3250.000000,0.000000
19,-2350.000000,-1300.000000
20,4250.000000,1800.000000
21,-1750.000000,-2700.000000
22,2700.000000,-1050.000000
23,3200.000000,-850.000000
24,2750.000000,4450.000000
25,850.000000,-1250.000000
26,-3050.000000,3300.000000
27,-3050.000000,1300.000000
28,850.000000,-3600.000000
29,3950.000000,1900.000000
30,-3100.000000,-100.000000
31,-4500.000000,-3400.000000
32,2600.000000,3300.000000
33,-2700.000000,-2500.000000
34,400.000000,-4200.000000
35,1850.000000,-4500.000000
36,-4150.000000,2450.000000
37,1750.000000,-50.000000
38,350.000000,2950.000000
39,600.000000,2400.000000
40,2850.000000,4750.000000
41,4600.000000,1400.000000
42,-150.000000,4850.000000
43,-350.000000,2600.000000
44,2100.000000,-750.000000
45,3850.000000,-2150.000000
46,2950.000000,-2450.000000
47,1250.000000,4550.000000
48,3450.000000,-950.000000
49,-4100.000000,-700.000000
50,3700.000000,-3500.000000
51,3450.000000,2950.000000
52,1450.000000,1650.000000
53,-4850.000000,450.000000
54,-2900.000000,450.000000
55,1400.000000,4650.000000
56,350.000000,3650.000000
57,-1400.000000,3650.000000
58,-3800.000000,2750.000000
59,2050.000000,2100.000000
60,4600.000000,2000.000000
61,-4200.000000,-1450.000000
62,-600.000000,2100.000000
63,2550.000000,-2250.000000
64,-1850.000000,2300.000000
65,-4850.000000,1750.000000
66,700.000000,4450.000000
67,3000.000000,2900.000000
68,-3150.000000,-3750.000000
69,-900.000000,1700.000000
70,-2300.000000,-4100.000000
71,-4300.000000,-3950.000000
72,-2150.000000,-1500.000000
73,-2200.000000,350.000000
74,-150.000000,-1000.000000
75,1800.000000,2050.000000
76,-1500.000000,-4700.000000
77,3950.000000,-3100.000000
78,2550.000000,3500.000000
79,-3050.000000,-1300.000000
80,300.000000,4700.000000
81,-950.000000,-3100.000000
82,-1000.000000,2550.000000
83,-4050.000000,1850.000000
84,350.000000,1550.000000
85,2600.000000,600.000000
86,4150.000000,-4550.000000
87,-350.000000,-4600.000000
88,4100.000000,-3700.000000
89,-3500.000000,4250.000000
90,-4150.000000,-1500.000000
91,3550.000000,-3050.000000
92,4250.000000,550.000000
93,3300.000000,-2400.000000
94,3900.000000,-4350.000000
95,450.000000,-3950.000000
96,-1800.000000,200.000000
97,3300.000000,1950.000000
98,4600.000000,-850.000000
99,-2300.000000,-3950.000000
100,-1500.000000,-3150.000000
101,-2100.000000,3150.000000
102,1000.000000,2100.000000
103,750.000000,4900.000000
104,50.000000,-850.000000
105,3200.000000,1000.000000
106,-4800.000000,4250.000000
107,4650.000000,-1450.000000
108,-2000.000000,-4200.000000
109,4300.000000,1750.000000
110,4550.000000,1800.000000
111,3100.000000,-400.000000
112,-1200.000000,200.000000
113,550.000000,4800.000000
114,-2650.000000,3100.000000
115,-1400.000000,-3550.000000
116,350.000000,-200.000000
117,4750.000000,-450.000000
118,-150.000000,850.000000
119,2650.000000,-4500.000000
120,2900.000000,-950.000000
121,-4150.000000,4200.000000
122,-50.000000,2450.000000
123,-200.000000,850.000000
124,-4100.000000,-150.000000
125,-2150.000000,2350.000000
126,300.000000,-300.000000
127,3500.000000,4950.000000
128,3400.000000,-1450.000000
129,-4700.000000,-1500.000000
130,-4700.000000,-1000.000000
131,-1050.000000,3850.000000
132,3200.000000,1850.000000
133,-3500.000000,-950.000000
134,4400.000000,3250.000000
135,100.000000,1450.000000
136,1650.000000,2850.000000
137,-3500.000000,300.000000
138,-1900.000000,-2800.000000
139,-4000.000000,-4750.000000
140,-250.000000,-1950.000000
141,400.000000,-1100.000000
142,-3050.000000,-3800.000000
143,3800.000000,-1100.000000
144,2450.000000,-3550.000000
145,-1500.000000,-3400.000000
146,50.000000,1700.000000
147,3850.000000,3950.000000
148,-2900.000000,3200.000000
149,4100.000000,-4850.000000
150,-4000.000000,2750.000000
151,4050.000000,-4300.000000
152,1950.000000,-2450.000000
153,-3350.000000,3600.000000
154,-1250.000000,-4450.000000
155,-2200.000000,-4750.000000
156,1600.000000,-3400.000000
157,-850.000000,2450.000000
158,4650.000000,2450.000000
159,4950.000000,4050.000000
160,500.000000,-2450.000000
161,3150.000000,-2050.000000
162,1900.000000,1950.000000
163,-1400.000000,1950.000000
164,-100.000000,-2350.000000
165,1900.000000,400.000000
166,-2100.000000,-300.000000
167,-3350.000000,4400.000000
168,950.000000,4650.000000
169,2000.000000,1350.000000
170,-3050.000000,2800.000000
171,2150.000000,1650.000000
172,-900.000000,-1950.000000
173,-3450.000000,950.000000
174,3750.000000,-900.000000
175,1550.000000,4250.000000
176,1250.000000,2900.000000
177,-800.000000,1800.000000
178,4550.000000,750.000000
179,3000.000000,-1950.000000
180,2450.000000,-2350.000000
