StartNode,EndNode
250,224
224,82
82,157
157,249
249,62
62,237
237,177
177,250
250,211
211,90
90,61
61,129
129,221
221,130
130,49
49,250
250,136
136,75
75,162
162,59
59,32
32,175
175,168
168,250
250,207
207,191
191,5
5,79
79,19
19,72
72,33
33,250
250,78
78,201
201,24
24,40
40,127
127,17
17,55
55,250
250,225
225,223
223,43
43,122
122,38
38,242
242,56
56,250
250,65
65,189
189,248
248,121
121,89
89,167
167,13
13,250
250,112
112,213
213,205
205,31
31,71
71,229
229,106
106,250
250,1
1,47
47,113
113,250
250,226
226,176
176,219
219,118
118,170
170,2
2,235
235,250
251,179
179,161
161,93
93,216
216,63
63,180
180,200
200,251
251,25
25,141
141,104
104,74
74,215
215,126
126,116
116,251
251,44
44,199
199,22
22,120
120,23
23,236
236,111
111,251
251,158
158,134
134,51
51,171
171,181
181,169
169,243
243,251
251,100
100,172
172,140
140,164
164,160
160,144
144,184
184,251
251,218
218,77
77,212
212,45
45,107
107,98
98,240
240,251
251,239
239,35
35,245
245,151
151,149
149,247
247,88
88,251
251,117
117,92
92,178
178,210
210,231
231,202
202,139
139,251
251,67
67,41
41,85
85,14
14,50
50,187
187,251
251,86
86,94
94,119
119,192
192,209
209,115
115,7
7,251
